artist,styles,movement,styles_extended,pictures_count,birth_place,birth_year,death_year,death_place,gender,citizenship,occupations,locations,locations_with_years
Theo van Rysselberghe,"Impressionism, Neo-Impressionism, Pointillism, Post-Impressionism, Realism",Neo-Impressionism,"{Impressionism:19},{Neo-Impressionism:112},{Pointillism:1},{Post-Impressionism:42},{Realism:11}",185,Ghent,1862.0,1926.0,Le Lavandou,male,Belgium,"painter, sculptor, graphic artist, visual artist, designer, drawer",[],[]
Theodor Pallady,"Impressionism, Japonism, Orientalism, Post-Impressionism",Impressionism,"{Impressionism:46},{Japonism:2},{Orientalism:2},{Post-Impressionism:8}",58,Iași,1871.0,1956.0,Bucharest,male,Romania,painter,['France'],['France:1888-1939']
Theodor Philipsen,Impressionism,Impressionism,{Impressionism:23},23,Copenhagen,1840.0,1920.0,Copenhagen,male,Kingdom of Denmark,"painter, ceramicist",['Copenhagen'],[]
Theodore Robinson,"Impressionism, Post-Impressionism",Impressionism,"{Impressionism:68},{Post-Impressionism:1}",69,Irasburg,1852.0,1896.0,New York City,male,United States of America,"painter, photographer",[],[]
Thomas Eakins,"Impressionism, Realism, Unknown",Realism,"{Impressionism:8},{Realism:286},{Unknown:14}",308,Philadelphia,1844.0,1916.0,Philadelphia,male,United States of America,"photographer, painter, sculptor, art educator","['Paris', 'Philadelphia', 'Spain', 'Germany', 'Switzerland']","['Paris:1866-1869', 'Philadelphia:1862-1866,1870-1916', 'Spain:1869-1870', 'Germany:1868-1868', 'Switzerland:1867-1867']"
Thomas Kinkade,"Impressionism, Kitsch",Kitsch,"{Impressionism:2},{Kitsch:28}",30,Sacramento,1958.0,2012.0,Monte Sereno,male,United States of America,"painter, writer",[],[]
Thomas Pollock Anshutz,"Impressionism, Realism, Unknown",Realism,"{Impressionism:16},{Realism:12},{Unknown:1}",29,Newport,1851.0,1912.0,Philadelphia,male,United States of America,"photographer, teacher, painter, model",['Netherlands'],['Netherlands:1900-1900']
Tom Roberts,"Impressionism, Realism, Unknown",Impressionism,"{Impressionism:90},{Realism:3},{Unknown:5}",98,Dorchester,1856.0,1931.0,Kallista,male,Australia,"painter, politician","['Melbourne', 'Columbus']",[]
Tom Scott,"Impressionism, Realism",Realism,"{Impressionism:4},{Realism:22}",26,Los Angeles,1948.0,1995.0,,male,United Kingdom,"poet, author, editor, literary critic, painter","['Scotland', 'Dordrecht']",['Dordrecht:1907-1907']
Vasile Popescu,"Impressionism, Post-Impressionism",Impressionism,"{Impressionism:17},{Post-Impressionism:2}",19,Bucharest,1925.0,1944.0,Bucharest,male,Romania,painter,[],[]
Vilhelm Hammershoi,"Impressionism, Symbolism, Unknown",Symbolism,"{Impressionism:6},{Symbolism:14},{Unknown:1}",21,Copenhagen,1864.0,1916.0,Copenhagen,male,Denmark,painter,['Copenhagen'],[]
Vilhelms Purvitis,"Impressionism, Unknown",Impressionism,"{Impressionism:15},{Unknown:1}",16,Zaube Parish,1872.0,1945.0,Bad Nauheim,male,Latvia,"professor, painter",[],[]
Vincenzo Irolli,"Impressionism, Realism",Impressionism,"{Impressionism:29},{Realism:6}",35,Naples,1860.0,1949.0,Naples,male,Italy,painter,[],[]
Vincenzo Migliaro,"Impressionism, Realism",Realism,"{Impressionism:10},{Realism:8}",18,Naples,1858.0,1938.0,Naples,male,Kingdom of Italy,"sculptor, painter, engraver",[],[]
Walter Osborne,"Impressionism, Realism, Unknown",Impressionism,"{Impressionism:26},{Realism:1},{Unknown:2}",29,Dublin,1859.0,1903.0,Dublin,male,Republic of Ireland,painter,"['Antwerp', 'Dublin', 'Netherlands', 'Zaandam']","['Antwerp:1881-1883', 'Dublin:1883-1883', 'Netherlands:1896-1896', 'Zaandam:1901-1901']"
Walter Sickert,"Impressionism, Post-Impressionism, Unknown",Impressionism,"{Impressionism:43},{Post-Impressionism:18},{Unknown:1}",62,Munich,1860.0,1942.0,Bath,male,United Kingdom,"photographer, painter, graphic artist, drawer, politician","['Venice', 'London', 'Scheveningen', 'Netherlands', 'Berlin']","['Venice:1894-1904', 'London:1904-1942', 'Scheveningen:1887-1887', 'Netherlands:1887-1887']"
Wilhelm Leibl,"Impressionism, Realism",Realism,"{Impressionism:2},{Realism:24}",26,Cologne,1844.0,1900.0,Würzburg,male,German Empire,"graphic artist, painter",[],[]
Willard Metcalf,"Impressionism, Unknown",Impressionism,"{Impressionism:121},{Unknown:1}",122,Lowell,1858.0,1925.0,New York City,male,United States of America,"painter, artist",[],[]
William James Glackens,"Impressionism, New Realism",Impressionism,"{Impressionism:54},{New Realism:29}",83,Philadelphia,1870.0,1938.0,Westport,male,United States of America,"drawer, painter, illustrator","['Bellport', 'New York City', 'Paris', 'Kingdom of the Netherlands', 'Spain', 'Fontainebleau']",[]
William Logsdail,"Impressionism, Japonism, Naturalism, Realism",Realism,"{Impressionism:11},{Japonism:1},{Naturalism:2},{Realism:32}",46,Lincoln,1859.0,1944.0,Noke,male,United Kingdom of Great Britain and Ireland,painter,[],[]
William Merritt Chase,"Impressionism, Japonism, Orientalism, Realism, Unknown",Impressionism,"{Impressionism:313},{Japonism:17},{Orientalism:3},{Realism:42},{Unknown:1}",376,Nineveh,1849.0,1916.0,New York City,male,United States of America,"painter, photographer",[],[]
William Russell Flint,"Impressionism, Romanticism, Unknown",Romanticism,"{Impressionism:3},{Romanticism:2},{Unknown:1}",6,Edinburgh,1880.0,1969.0,London,male,United Kingdom of Great Britain and Ireland,"painter, illustrator, drawer, printmaker","['Dordrecht', 'Volendam', 'Italy', 'Amsterdam', 'Scotland', 'Spain', 'London', 'France']","['Dordrecht:1900-1900', 'Volendam:1900-1900', 'Italy:1912-1913', 'Amsterdam:1900-1900', 'Spain:1931-1931', 'London:1901-1969']"
Winston Churchill,Impressionism,Impressionism,{Impressionism:89},89,Blenheim Palace,1874.0,1965.0,Hyde Park Gate,male,United Kingdom,"politician, historian, journalist","['London', 'Strasbourg', 'City of Brussels']",[]
Yeghishe Tadevosyan,"Impressionism, Pointillism, Realism",Realism,"{Impressionism:4},{Pointillism:1},{Realism:1}",6,Vagharshapat,1870.0,1936.0,Tbilisi,male,Russian Empire,painter,[],[]
Steve Wheeler,Indian Space painting,Indian Space Painting,{Indian Space painting:20},20,,,1992.0,New York City,male,United States of America,"writer, printmaker, painter",[],[]
Alexandre-Gabriel Decamps,"Ink and wash painting, Orientalism, Romanticism",Romanticism,"{Ink and wash painting:1},{Orientalism:29},{Romanticism:24}",54,Paris,1803.0,1860.0,Fontainebleau,male,France,"lithographer, printmaker, graphic artist, painter",[],[]
Bada Shanren,Ink and wash painting,Qing Dynasty (1644–1912),{Ink and wash painting:20},20,Nanchang,1626.0,1705.0,Xinjian District,male,Qing Dynasty,"writer, poet, painter, calligrapher",['China'],[]
Chen Hong,Ink and wash painting,Tang Dynasty (618–907),{Ink and wash painting:3},3,Shangrao,1968.0,,,female,People's Republic of China,"stage actor, film producer, television actor, film actor","[""People's Republic of China""]",[]
Chen Hongshou,"Ink and wash painting, Unknown",Ming Dynasty (1368–1644),"{Ink and wash painting:7},{Unknown:8}",15,Zhuji,1598.0,1652.0,Zhejiang,male,Qing Dynasty,"calligrapher, graphic artist, painter, writer",[],[]
Dayou Lu,"Ink and wash painting, Unknown",New Ink Art,"{Ink and wash painting:23},{Unknown:2}",25,,,,,male,People's Republic of China,painter,[],[]
Fu Baoshi,Ink and wash painting,New Culture Movement (1915-1926),{Ink and wash painting:17},17,Nanchang Fu,1904.0,1965.0,Nanjing,male,People's Republic of China,"teacher, painter, art historian, landscape painter","[""People's Republic of China""]",[]
Guan Daosheng,Ink and wash painting,Yuan Dynasty (1271–1368),{Ink and wash painting:5},5,Huzhou,1262.0,1319.0,Beijing,female,Yuan dynasty,"calligrapher, painter, poet, writer",[],[]
Guanxiu,Ink and wash painting,Tang Dynasty (618–907),{Ink and wash painting:16},16,Lanxi,832.0,912.0,Chengdu,male,Tang dynasty,painter,[],[]
Guo Xi,"Ink and wash painting, Unknown",Northern Song Dynasty (960–1126),"{Ink and wash painting:6},{Unknown:1}",7,Wen County,1020.0,1090.0,Kaifeng,male,Northern Song dynasty,"painter, writer",[],[]
Han Gan,Ink and wash painting,Tang Dynasty (618–907),{Ink and wash painting:4},4,Xi'an,706.0,783.0,,male,Tang dynasty,painter,['China'],[]
Huang Shen,Ink and wash painting,Qing Dynasty (1644–1912),{Ink and wash painting:5},5,Ninghua County,1687.0,1772.0,,male,Qing Dynasty,"poet, painter",['Yangzhou'],[]
Lan Ying,Ink and wash painting,Ming Dynasty (1368–1644),{Ink and wash painting:15},15,Hangzhou,1585.0,1664.0,,male,Ming dynasty,painter,[],[]
Li Cheng,Ink and wash painting,Five Dynasties and Ten Kingdoms (907–960),{Ink and wash painting:9},9,Weifang,919.0,,,male,Dasong,military officer,['Daming Fu'],[]
Li Huasheng,"Ink and wash painting, Maximalism",Maximalism,"{Ink and wash painting:7},{Maximalism:8}",15,Yibin,1944.0,2018.0,,male,People's Republic of China,painter,[],[]
Li Tang,Ink and wash painting,Northern Song Dynasty (960–1126),{Ink and wash painting:4},4,Mengzhou,1049.0,1130.0,Hangzhou,male,Song dynasty,"painter, poet",[],[]
Ma Yuan,"Ink and wash painting, Unknown",Southern Song Dynasty (1127–1279),"{Ink and wash painting:13},{Unknown:1}",14,Hangzhou,1160.0,1225.0,,male,Song dynasty,"painter, army officer, military commander, politician",[],[]
Ni Zan,"Ink and wash painting, Unknown",Yuan Dynasty (1271–1368),"{Ink and wash painting:6},{Unknown:1}",7,Wuxi,1301.0,1374.0,Wuxi,male,Yuan dynasty,"poet, painter, calligrapher",['Lake Tai'],[]
Qi Baishi,Ink and wash painting,Qing Dynasty (1644–1912),{Ink and wash painting:91},91,Xiangtan County,1864.0,1957.0,Beijing,male,Republic of China,"calligrapher, xylographer, painter, politician, poet, seal cutter",[],[]
Qian Xuan,"Ink and wash painting, Unknown",Yuan Dynasty (1271–1368),"{Ink and wash painting:6},{Unknown:22}",28,Wuxing District,1235.0,1305.0,,male,Song dynasty,"painter, poet, politician",[],[]
Shen Zhou,Ink and wash painting,Ming Dynasty (1368–1644),{Ink and wash painting:14},14,Suzhou,1427.0,1509.0,,male,Ming dynasty,"painter, poet, writer",[],[]
Shitao,Ink and wash painting,Qing Dynasty (1644–1912),{Ink and wash painting:80},80,Guilin,1630.0,1707.0,Yangzhou,male,Ming dynasty,"art theorist, painter, Bhikkhu, poet",[],[]
Tang Yin,Ink and wash painting,Ming Dynasty (1368–1644),{Ink and wash painting:11},11,Suzhou,1470.0,1524.0,Suzhou,male,Ming dynasty,"painter, poet",[],[]
Wang Wei,Ink and wash painting,Tang Dynasty (618–907),{Ink and wash painting:4},4,Wafangdian,584.0,761.0,Chang'an,male,Tang dynasty,"calligrapher, painter, musician, politician, poet, writer",[],[]
Wu Guanzhong,"Ink and wash painting, Post-Impressionism",Republic of China (1912–1949),"{Ink and wash painting:36},{Post-Impressionism:11}",47,Yixing,1919.0,2010.0,Beijing,male,People's Republic of China,painter,[],[]
Xu Wei,Ink and wash painting,Ming Dynasty (1368–1644),{Ink and wash painting:10},10,Shaoxing,1521.0,1593.0,,male,Ming dynasty,"writer, poet, playwright, painter, calligrapher",['China'],[]
Ambrogio Lorenzetti,"International Gothic, Proto Renaissance, Unknown",Gothic Art,"{International Gothic:9},{Proto Renaissance:9},{Unknown:2}",20,Siena,1290.0,1348.0,Siena,male,Republic of Siena,painter,['Siena'],[]
Gentile da Fabriano,"International Gothic, Unknown",Gothic Art,"{International Gothic:41},{Unknown:4}",45,Fabriano,1370.0,1427.0,Rome,male,,"fresco painter, painter",[],[]
Hans Holbein the Elder,"International Gothic, Northern Renaissance",Gothic Art,"{International Gothic:4},{Northern Renaissance:51}",55,Augsburg,1465.0,1524.0,Basel,male,Holy Roman Empire,"illustrator, painter, xylographer, visual artist",['Augsburg'],[]
Melchior Broederlam,International Gothic,Gothic Art,{International Gothic:8},8,Ypres,1355.0,1411.0,Ypres,male,Southern Netherlands,painter,[],[]
Pietro Lorenzetti,"International Gothic, Proto Renaissance, Unknown",Gothic Art,"{International Gothic:7},{Proto Renaissance:16},{Unknown:1}",24,Siena,1280.0,1348.0,Siena,male,Republic of Siena,painter,['Siena'],[]
Simone Martini,"International Gothic, Unknown",Gothic Art,"{International Gothic:9},{Unknown:1}",10,Siena,1284.0,,,male,Italy,"computer scientist, university teacher",['Bologna'],[]
Stefan Lochner,"International Gothic, Northern Renaissance",Gothic Art,"{International Gothic:28},{Northern Renaissance:5}",33,Meersburg,1410.0,1451.0,Cologne,male,Germany,"illuminator, painter",['Cologne'],[]
Pierre Bonnard,"Intimism, Japonism, Post-Impressionism",Post-Impressionism,"{Intimism:56},{Japonism:18},{Post-Impressionism:168}",242,Fontenay-aux-Roses,1867.0,1947.0,Le Cannet,male,France,"printer, illustrator, painter, sculptor, printmaker, lithographer","['Trouville-sur-Mer', 'Le Cannet', 'Hamburg', 'United Kingdom', 'Belgium', 'Pittsburgh', 'Algeria', 'Saint-Tropez', 'Spain', 'Italy', 'Tunisia', 'Paris']",[]
Oda Krohg,"Japonism, Neo-Romanticism",Neo-Romanticism,"{Japonism:2},{Neo-Romanticism:15}",17,Åsgårdstrand,1860.0,1935.0,Oslo,female,Norway,painter,"['Oslo', 'Paris']",[]
Vasily Vereshchagin,"Japonism, Orientalism, Realism, Romanticism, Unknown",Orientalism,"{Japonism:8},{Orientalism:111},{Realism:125},{Romanticism:10},{Unknown:1}",255,Cherepovets,1842.0,1909.0,Saint Petersburg,male,Russian Empire,"writer, painter, military personnel","['Syria', 'Japan', ""People's Republic of China"", 'United States of America', 'India', 'Saint Petersburg', 'Paris', 'Moscow', 'Italy', 'France']","['Saint Petersburg:1857-1909', 'Italy:1863-1869', 'France:1863-1869']"
Owon,Joseon Dynasty,Joseon Dynasty,{Joseon Dynasty:14},14,Korea,1843.0,1897.0,,male,Joseon,painter,[],[]
Shin Yoon-bok,Joseon Dynasty,Joseon Dynasty,{Joseon Dynasty:19},19,Joseon,1758.0,,Joseon,male,Joseon,painter,[],[]
Antonio Berni,"Junk Art, Kitsch, Muralism, Pop Art, Surrealism",Social Realism,"{Junk Art:2},{Kitsch:1},{Muralism:4},{Pop Art:8},{Surrealism:3}",18,Rosario,1905.0,1981.0,Buenos Aires,male,Argentina,"printmaker, visual artist, muralist, sculptor, painter, engraver","['Buenos Aires', 'Madrid', 'Paris']",[]
El Anatsui,"Junk Art, Native Art, Post-Minimalism",Post-Minimalism,"{Junk Art:8},{Native Art:1},{Post-Minimalism:8}",17,Ghana,1944.0,,,male,Nigeria,"installation artist, textile artist, ceramicist, university teacher, sculptor, painter",['Nigeria'],[]
John Chamberlain,"Junk Art, Neo-Dada",Abstract Expressionism,"{Junk Art:17},{Neo-Dada:8}",25,Rochester,1927.0,2011.0,Manhattan,male,United States of America,"drawer, filmmaker, sculptor, painter, patent inventor, photographer",[],[]
Michel Blazy,Junk Art,Junk Art,{Junk Art:15},15,Monaco,1966.0,,,male,France,"artist, installation artist",[],[]
Rosemary Karuga,Junk Art,Junk Art,{Junk Art:16},16,Meru,1928.0,2021.0,,female,Kenya,artist,[],[]
Abraham Palatnik,"Kinetic Art, Op Art",Kinetic art,"{Kinetic Art:8},{Op Art:27}",35,Natal,1928.0,2020.0,Rio de Janeiro,male,Brazil,"glass artist, painter, artist",[],[]
Antonio Asis,"Kinetic Art, Op Art",Op Art,"{Kinetic Art:4},{Op Art:16}",20,Buenos Aires,1932.0,2019.0,Paris,male,Argentina,painter,['Paris'],['Paris:1956-1956']
Carlos Cruz-Diez,"Kinetic Art, Op Art",Kinetic art,"{Kinetic Art:2},{Op Art:14}",16,Caracas,1923.0,2019.0,Neuilly-sur-Seine,male,France,"painter, sculptor, jewelry designer, installation artist, serigrapher, light artist","['Paris', 'Panama City']",[]
George Rickey,Kinetic Art,Kinetic art,{Kinetic Art:11},11,South Bend,1904.0,2002.0,Saint Paul,male,United States of America,"university teacher, sculptor, writer","['Santa Barbara', 'Seattle', 'Berlin', 'Oxford', 'Hanover', 'Osaka', 'Toronto', 'Galesburg', 'New Orleans', 'Olivet', 'Mexico', 'Chicago', 'New York City', 'Paris', 'New York', 'Iowa City']",[]
Gerhard von Graevenitz,"Kinetic Art, Op Art",Kinetic art,"{Kinetic Art:6},{Op Art:7}",13,Schilde,1934.0,1983.0,Switzerland,male,Germany,"photographer, painter",['Amsterdam'],['Amsterdam:1970-1970']
Grazia Varisco,"Kinetic Art, Minimalism, Op Art, Unknown",Kinetic art,"{Kinetic Art:2},{Minimalism:10},{Op Art:8},{Unknown:1}",21,Milan,1937.0,,,female,Italy,"artist, graphic designer, drawer, installation artist",['Milan'],[]
Heinz Mack,"Kinetic Art, Op Art",Kinetic art,"{Kinetic Art:3},{Op Art:13}",16,Lollar,1931.0,,,male,Germany,"photographer, painter, sculptor, graphic artist, printmaker, drawer, kinetic artist",['Düsseldorf'],[]
Horacio Garcia-Rossi,"Kinetic Art, Op Art",Kinetic art,"{Kinetic Art:3},{Op Art:17}",20,Buenos Aires,1929.0,2012.0,15th arrondissement of Paris,male,Argentina,"painter, sculptor, kinetic artist",['Paris'],[]
Jean Tinguely,"Kinetic Art, Nouveau Réalisme",Kinetic art,"{Kinetic Art:3},{Nouveau Réalisme:20}",23,Fribourg,1925.0,1991.0,Bern,male,Switzerland,"illustrator, painter, sculptor, graphic artist, performance artist, installation artist, kinetic artist","['Neyruz', 'Basel', 'Paris']",['Neyruz:1986-1986']
Jesus Rafael Soto,"Kinetic Art, Op Art",Kinetic art,"{Kinetic Art:13},{Op Art:14}",27,Ciudad Bolívar,1923.0,2005.0,3rd arrondissement of Paris,male,France,"painter, sculptor, jewelry designer",['France'],['France:1950-1950']
Julio Le Parc,"Kinetic Art, Op Art, Unknown",Kinetic art,"{Kinetic Art:12},{Op Art:22},{Unknown:1}",35,Mendoza,1928.0,,,male,Argentina,"visual artist, sculptor, painter","['Paris', 'Buenos Aires']",[]
Takis,Kinetic Art,Kinetic art,{Kinetic Art:14},14,Athens,1925.0,2019.0,Athens,male,Greece,"sculptor, jewelry designer, drawer","['Athens', 'Paris', 'Massachusetts', 'Greece']","['Paris:1953-1953,1974-1974', 'Massachusetts:1968-1968', 'Greece:1986-1986']"
Wen-Ying Tsai,"Kinetic Art, Op Art",Kinetic art,"{Kinetic Art:9},{Op Art:2}",11,Xiamen,1928.0,2013.0,Manhattan,male,United States of America,"sculptor, artist","['Paris', 'New York City']",['Paris:1970-1975']
Alberto Vargas,Kitsch,Kitsch,{Kitsch:10},10,Arequipa,1896.0,1982.0,Los Angeles,male,Peru,"painter, illustrator",[],[]
Andrey Shishkin,"Kitsch, Realism",Kitsch,"{Kitsch:35},{Realism:3}",38,Moscow,1960.0,,,male,Russia,"painter, researcher",[],[]
Cassius Marcellus Coolidge,"Kitsch, Romanticism",Kitsch,"{Kitsch:29},{Romanticism:3}",32,Antwerp,1844.0,1934.0,New York City,male,United States of America,"lithographer, painter",[],[]
Gennady Mironov,"Kitsch, Magic Realism, Realism",Magic Realism,"{Kitsch:4},{Magic Realism:11},{Realism:3}",18,Kazan,1944.0,,,male,Russia,conductor,[],[]
Harrison Fisher,Kitsch,Kitsch,{Kitsch:71},71,Brooklyn,1875.0,1934.0,New York City,male,United States of America,"illustrator, artist, portraitist, drawer, etcher, designer, painter, poster artist",[],[]
Iurie Matei,"Kitsch, Magic Realism, Surrealism",Magic Realism,"{Kitsch:5},{Magic Realism:13},{Surrealism:2}",20,Leova,1968.0,,,male,Moldova,painter,[],[]
Jessie Arms Botke,Kitsch,Naturalism,{Kitsch:10},10,Chicago,1883.0,1971.0,,female,United States of America,"painter, artist",[],[]
John Kacere,"Kitsch, Photorealism",Kitsch,"{Kitsch:19},{Photorealism:1}",20,Walker,1920.0,1999.0,Cedar Rapids,male,United States of America,painter,['United States of America'],[]
Jon Mcnaughton,"Kitsch, Social Realism, Unknown",Social Realism,"{Kitsch:16},{Social Realism:12},{Unknown:1}",29,,,,,,,,,
Lisa Yuskavage,Kitsch,Kitsch,{Kitsch:40},40,Philadelphia,1962.0,,,female,United States of America,"painter, printmaker","['Philadelphia', 'New Haven', 'New York City']",[]
Luis Ricardo Falero,"Kitsch, Orientalism, Unknown",Kitsch,"{Kitsch:14},{Orientalism:3},{Unknown:1}",18,Granada,1851.0,1896.0,University College Hospital,male,Spain,painter,['London'],['London:1887-1887']
Mahmoud Farshchian,Kitsch,Kitsch,{Kitsch:20},20,Isfahan,1930.0,,,male,Iran,"miniaturist, architectural designer, visual artist, painter",[],[]
Mary Jane Ansell,"Kitsch, Photorealism",Kitsch,"{Kitsch:14},{Photorealism:10}",24,,,,,female,,painter,[],[]
Roberto Ferri,Kitsch,Kitsch,{Kitsch:13},13,Bologna,1947.0,2022.0,http://www.wikidata.org/.well-known/genid/b011866e2ac2a8ce119bb157e0d37247,male,Italy,"aphorist, lyricist, singer-songwriter, poet, painter",[],[]
Rolf Ohst,Kitsch,Kitsch,{Kitsch:13},13,Lübeck,1952.0,,,male,Germany,painter,[],[]
Sophie Gengembre Anderson,"Kitsch, Neoclassicism, Orientalism, Romanticism",Neoclassicism,"{Kitsch:18},{Neoclassicism:8},{Orientalism:1},{Romanticism:10}",37,Paris,1823.0,1903.0,Falmouth,female,France,"artist, painter",['Paris'],[]
Viktor Lyapkalo,Kitsch,Kitsch,{Kitsch:20},20,Ukhta,1956.0,,,male,Soviet Union,painter,[],[]
Vladimir Tretchikoff,"Kitsch, Unknown",Kitsch,"{Kitsch:28},{Unknown:1}",29,Petropavl,1913.0,2006.0,Cape Town,male,South Africa,painter,[],[]
YiFei Chen,"Kitsch, Photorealism",Kitsch,"{Kitsch:7},{Photorealism:5}",12,,,,,,,,,
Émile Friant,"Kitsch, Orientalism, Realism",Realism,"{Kitsch:1},{Orientalism:1},{Realism:61}",63,Dieuze,1863.0,1932.0,9th arrondissement of Paris,male,France,"printmaker, sculptor, painter",[],[]
Isidore Isou,Lettrism,Lettrism,{Lettrism:20},20,Botoșani,1925.0,2007.0,6th arrondissement of Paris,male,Romania,"novelist, philosopher, film critic, film director, filmmaker, painter, musician, playwright, poet, writer",[],[]
Jacques Villeglé,"Lettrism, Nouveau Réalisme",Lettrism,"{Lettrism:5},{Nouveau Réalisme:42}",47,Quimper,1926.0,2022.0,3rd arrondissement of Paris,male,France,"plastic artist, collagist, drawer, visual artist, jewelry designer, painter",[],[]
Jo Baer,"Lettrism, Minimalism, Pop Art, Unknown",Minimalism,"{Lettrism:1},{Minimalism:14},{Pop Art:3},{Unknown:38}",56,Seattle,1929.0,,,female,United States of America,"photographer, artist, painter, architectural draftsperson, drawer","['Los Angeles', 'United Kingdom', 'Amsterdam', 'Rotterdam']",[]
David Batchelor,"Light and Space, Minimalism",Post-Minimalism,"{Light and Space:4},{Minimalism:10}",14,Dundee,1955.0,,,male,United Kingdom,"writer, artist, sculptor, visual artist, drawer, installation artist",['London'],[]
De Wain Valentine,Light and Space,Light and Space,{Light and Space:30},30,Fort Collins,1936.0,2022.0,,male,United States of America,"artist, sculptor",[],[]
Doug Wheeler,"Light and Space, Minimalism",Light and Space,"{Light and Space:10},{Minimalism:1}",11,,,,,male,United States of America,painter,[],[]
Fred Eversley,"Light and Space, Unknown",Light and Space,"{Light and Space:12},{Unknown:1}",13,Brooklyn,1941.0,,,male,United States of America,sculptor,['Venice'],[]
Gregg Renfrow,Light and Space,Light and Space,{Light and Space:12},12,San Francisco,1948.0,,,male,United States of America,"painter, sculptor",[],[]
Helen Pashgian,Light and Space,Light and Space,{Light and Space:14},14,Pasadena,1934.0,,,female,United States of America,artist,[],[]
Laddie John Dill,Light and Space,Light and Space,{Light and Space:19},19,Long Beach,1943.0,,,male,United States of America,"painter, sculptor, visual artist, printmaker",['Los Angeles'],[]
Leo Villareal,"Light and Space, Neo-Minimalism, Op Art",Light and Space,"{Light and Space:5},{Neo-Minimalism:5},{Op Art:5}",15,Albuquerque,1967.0,,,male,United States of America,"installation artist, digital artist, sculptor","['Houston', 'Ithaca', 'Washington, D.C.', 'Cambridge', 'San Francisco', 'Frisco', 'Auckland', 'Istanbul', 'London', 'New Haven', 'Dallas', 'New York City', 'Portsmouth']",[]
Marc Vaux,"Light and Space, Lyrical Abstraction, Minimalism, Post-Painterly Abstraction",Post-Painterly Abstraction,"{Light and Space:2},{Lyrical Abstraction:4},{Minimalism:5},{Post-Painterly Abstraction:11}",22,Crulai,1895.0,1971.0,Paris,male,United Kingdom,"photographer, painter","['Weimar', 'Paris', 'London']",['Weimar:1930-1930']
Mary Corse,Light and Space,Light and Space,{Light and Space:15},15,Berkeley,1945.0,,,female,United States of America,"visual artist, sculptor, painter, artist",[],[]
Nanda Vigo,"Light and Space, Minimalism, Spatialism",Spatialism,"{Light and Space:4},{Minimalism:5},{Spatialism:1}",10,Milan,1936.0,2020.0,Milan,female,Italy,"architect, designer",[],[]
Norman Zammitt,Light and Space,Light and Space,{Light and Space:15},15,,,2007.0,,male,United States of America,"sculptor, painter",[],[]
Olafur Eliasson,"Light and Space, Neo-Minimalism, Post-Minimalism",Light and Space,"{Light and Space:8},{Neo-Minimalism:3},{Post-Minimalism:8}",19,Copenhagen,1967.0,,,male,Kingdom of Denmark,visual artist,"['Berlin', 'Copenhagen']",[]
Peter Alexander,"Light and Space, Neo-Expressionism",Light and Space,"{Light and Space:17},{Neo-Expressionism:18}",35,Vienna,1926.0,2020.0,Santa Monica,male,United States of America,"painter, sculptor",['Los Angeles'],[]
Ray Howlett,Light and Space,Light and Space,{Light and Space:13},13,Lincoln,1940.0,,,male,United States of America,artist,[],[]
Regine Schumann,"Light and Space, Neo-Minimalism",Light and Space,"{Light and Space:9},{Neo-Minimalism:1}",10,Goslar,1961.0,,,female,Germany,abstractionist,[],[]
Robert Irwin,Light and Space,Light and Space,{Light and Space:12},12,Guildford,1946.0,2023.0,La Jolla,male,United Kingdom,"novelist, historian, writer, herpetologist, conservationist, zookeeper, plumber, inventor, naturalist, installation artist, scenographer, painter, artist, politician, businessperson, executive, educator, television actor, television presenter, photographer",[],[]
Ron Cooper,Light and Space,Light and Space,{Light and Space:10},10,New York City,1943.0,,,male,United States of America,"photographer, painter, sculptor","['Venice', 'Santa Fe', 'Taos']",[]
Tony DeLap,"Light and Space, Minimalism, Op Art",Op Art,"{Light and Space:2},{Minimalism:12},{Op Art:5}",19,Oakland,1927.0,2019.0,Newport Beach,male,United States of America,"sculptor, painter, artist",[],[]
Jana Brike,Lowbrow Art,Lowbrow Art,{Lowbrow Art:13},13,Latvia,1980.0,,,female,Latvia,painter,[],[]
Kenny Scharf,Lowbrow Art,Lowbrow Art,{Lowbrow Art:15},15,Hollywood,1958.0,,,male,United States of America,"artist, painter, sculptor, performance artist, graffiti artist","['New York City', 'Los Angeles']",[]
Luke Chueh,Lowbrow Art,Lowbrow Art,{Lowbrow Art:15},15,Philadelphia,1973.0,,,male,United States of America,painter,[],[]
Mark Ryden,"Lowbrow Art, Surrealism, Unknown",Lowbrow Art,"{Lowbrow Art:20},{Surrealism:21},{Unknown:1}",42,Medford,1963.0,,,male,United States of America,painter,[],[]
Robert Williams,Lowbrow Art,Lowbrow Art,{Lowbrow Art:24},24,Felling,1959.0,1865.0,Rotherham,male,Germany,"journalist, screenwriter","['Los Angeles', 'Raleigh', 'London']",[]
Asher Brown Durand,"Luminism, Romanticism, Unknown",Romanticism,"{Luminism:1},{Romanticism:75},{Unknown:6}",82,Maplewood,1796.0,1886.0,Maplewood,male,United States of America,"photographer, engraver, painter",['New York City'],[]
