style,artist,movement,count
Realism,Alexey Venetsianov,Realism,74
Realism,Alfred Freddy Krupa,New Ink Art,9
Realism,Alfred Krupa,Expressionism,10
Realism,Alfred Parsons,Realism,21
Realism,Alfred Sisley,Impressionism,7
Realism,Alfred William Finch,Neo-Impressionism,2
Realism,Algernon Talmage,Impressionism,4
Realism,Anders Zorn,Realism,92
Realism,Andrei Ryabushkin,Romanticism,27
Realism,Andrey Shishkin,Kitsch,3
Realism,André Gill,Realism,13
Realism,Anna Ancher,Realism,8
Realism,Anton Azbe,Realism,17
Realism,Anton Mauve,Realism,19
Realism,Anton Melbye,Romanticism,1
Realism,Anton Mitov,Realism,13
Realism,Anton Romako,Realism,110
Realism,Antonietta Brandeis,Realism,11
Realism,Antonio Carneiro,Realism,12
Realism,Antonio Jacobsen,Realism,43
Realism,Antonio Lopez Garcia,Magic Realism,1
Realism,Antonio Mancini,Impressionism,1
Realism,Antonio de La Gándara,Impressionism,13
Realism,António de Carvalho da Silva Porto,Realism,14
Realism,Ara Bekaryan,Realism,2
Realism,Aristarkh Lentulov,Avant-garde,3
Realism,Arkhyp Kuindzhi,Realism,57
Realism,Armando Montaner Valdueza,Realism,15
Realism,Arshak Fetvadjian,Realism,4
Realism,Arthur Lismer,Expressionism,3
Realism,Arthur Pan,Classical Realism,8
Realism,Arthur Segal,Expressionism,12
Realism,August von Pettenkofen,Realism,110
Realism,Augusta Savage,Harlem Renaissance (New Negro Movement),8
Realism,Augustus John,Post-Impressionism,5
Realism,Balthus,Expressionism,1
Realism,Basuki Abdullah,Realism,36
Realism,Bertalan Szekely,Romanticism,1
Realism,Berthe Morisot,Impressionism,1
Realism,Boris Kustodiev,Realism,413
Realism,Briton Riviere,Academic Art,24
Realism,Camil Ressu,Impressionism,5
Realism,Camille Corot,Realism,425
Realism,Camille Pissarro,Impressionism,56
Realism,Carl Bloch,Academic Art,46
Realism,Carl Haag,Orientalism,1
Realism,Carl Holsøe,Expressionism,14
Realism,Carolus-Duran,Realism,78
Realism,Charles Atamian,Realism,2
Realism,Charles Demuth,Precisionism,1
Realism,Charles Hermans,Realism,16
Realism,Charles Jacque,Realism,25
Realism,Charles Meryon,Realism,18
Realism,Charles Sheeler,Precisionism,4
Realism,Charles-Francois Daubigny,Realism,94
Realism,Childe Hassam,Impressionism,1
Realism,Christian Wilhelm Allers,Naturalism,21
Realism,Claude Monet,Impressionism,12
Realism,Columbano Bordalo Pinheiro,Realism,29
Realism,Constant Troyon,Realism,33
Realism,Constantin Artachino,Impressionism,17
Realism,Constantin Flondor,Abstract Art,4
Realism,Constantin Guys,Realism,26
Realism,Constantin Stahi,Realism,16
Realism,Consuelo Hernández,Magic Realism,11
Realism,Corneliu Baba,Post-Impressionism,3
Realism,Craig Mullins,Contemporary Realism,26
Realism,Daniel Ridgway Knight,Realism,27
Realism,David Bates,Realism,34
Realism,David Bomberg,Cubism,1
Realism,David Burliuk,Avant-garde,45
Realism,David Cox,Romanticism,2
Realism,David James,Realism,28
Realism,Dobri Dobrev,Realism,11
Realism,Eastman Johnson,Realism,144
Realism,Edgar Degas,Realism,14
Realism,Edouard Manet,Realism,102
Realism,Eduard von Gebhardt,Romanticism,17
Realism,Edvard Munch,Symbolism,6
Realism,Edward E. Simmons,Impressionism,19
Realism,Edward Ladell,Realism,10
Realism,Eero Järnefelt,Realism,48
Realism,Efim Volkov,Realism,34
Realism,Elin Danielson-Gambogi,Realism,61
Realism,Emil Carlsen,Impressionism,12
Realism,Emile Claus,Impressionism,10
Realism,Enrico Nardi,Orientalism,65
Realism,Ernest Meissonier,Academic Art,18
Realism,Ettore Tito,Academic Art,22
Realism,Eugene Boudin,Impressionism,62
Realism,Eugène Burnand,Realism,23
Realism,Eugène Jansson,Symbolism,9
Realism,Eva Janina Wieczorek,Surrealism,7
Realism,Fedir Krychevsky,Art Nouveau,3
Realism,Felix Vallotton,Post-Impressionism,25
Realism,Ferdinand Hodler,Symbolism,34
Realism,Fernand Khnopff,Symbolism,4
Realism,Filippo Cifariello,Neoclassicism,12
Realism,Filippo Indoni,Romanticism,10
Realism,Francisco Goya,Romanticism,1
Realism,Francisco Serra Andrés,Realism,12
Realism,Frank Holl,Realism,27
Realism,Frank W. Benson,Impressionism,32
Realism,Franz Marc,Expressionism,3
Realism,Frits Thaulow,Impressionism,10
Realism,Fujishima Takeji,Romanticism,2
Realism,Fyodor Bronnikov,Romanticism,23
Realism,Fyodor Vasilyev,Realism,119
Realism,Gazmend Freitag,Contemporary Realism,1
Realism,Gennady Mironov,Magic Realism,3
Realism,Georg Pauli,Symbolism,4
Realism,George Catlin,Realism,31
Realism,George Henry,Impressionism,8
Realism,George Pemba,Social Realism,3
Realism,Georgi Mashev,Realism,3
Realism,Georgios Jakobides,Realism,27
Realism,Gevorg Bashindzhagian,Realism,8
Realism,Giacomo Manzu,Realism,9
Realism,Giovanni Boldini,Realism,120
Realism,Giovanni Fattori,Realism,31
Realism,Giovanni Segantini,Symbolism,3
Realism,Giuseppe Abbati,Realism,16
Realism,Giuseppe de Nittis,Impressionism,3
Realism,Gregoire Boonzaier,Impressionism,2
Realism,Grigoriy Myasoyedov,Realism,28
Realism,Gustav Klimt,Symbolism,5
Realism,Gustave Courbet,Realism,266
Realism,Gustave Dore,Romanticism,2
Realism,Gustave-Claude-Etienne Courtois,Academic Art,2
Realism,Guy Rose,Impressionism,6
Realism,Hans Andersen Brendekilde,Social Realism,68
Realism,Hans Heysen,Realism,36
Realism,Helene Schjerfbeck,Realism,11
Realism,Henri Fantin-Latour,Realism,252
Realism,Henri Matisse,Impressionism,29
Realism,Henri de Toulouse-Lautrec,Post-Impressionism,7
Realism,Henri-Edmond Cross,Neo-Impressionism,2
Realism,Henrique Pousao,Realism,18
Realism,Henry Herbert La Thangue,Realism,8
Realism,Henry Ossawa Tanner,Realism,57
Realism,Henry Scott Tuke,Impressionism,17
Realism,Henry William Banks Davis,Romanticism,8
Realism,Homer Watson,Realism,12
Realism,Honore Daumier,Realism,228
Realism,Hovhannes Zardaryan,Realism,2
Realism,Hubertine Heijermans,Contemporary Realism,26
Realism,Hugo Simberg,Symbolism,6
Realism,Ilya Mashkov,Post-Impressionism,39
Realism,Ilya Repin,Realism,518
Realism,Ioannis Altamouras,Realism,25
Realism,Ion Andreescu,Impressionism,11
Realism,Iosif Iser,Expressionism,2
Realism,Ippolito Caffi,Realism,27
Realism,Isaac Israels,Realism,7
Realism,Isaac Levitan,Realism,425
Realism,Ivan Grohar,Impressionism,1
Realism,Ivan Kramskoy,Realism,153
Realism,Ivan Mrkviсka,Realism,10
Realism,Ivan Shishkin,Realism,522
Realism,Ivan Tvorozhnikov,Realism,41
Realism,Ivan Vladimirov,Realism,65
Realism,Jacek Malczewski,Symbolism,5
Realism,Jakub Schikaneder,Romanticism,12
Realism,James Charles,Realism,18
Realism,James McNeill Whistler,Impressionism,60
Realism,James Tissot,Realism,262
Realism,James Webb,Romanticism,11
Realism,Janos Tornyai,Realism,7
Realism,Jean-Francois Millet,Realism,127
Realism,Jehan Georges Vibert,Academic Art,5
Realism,Joan Brull,Symbolism,29
Realism,Joaquín Agrasot,Realism,11
Realism,Johan Hendrik Weissenbruch,Realism,81
Realism,Johan Jongkind,Realism,13
Realism,John Collier,Romanticism,8
Realism,John Everett Millais,Romanticism,52
Realism,John Frederick Kensett,Realism,1
Realism,John Henderson,Realism,5
Realism,John Henry Twachtman,Impressionism,8
Realism,John Leech,Romanticism,48
Realism,John O'Connor,Realism,16
Realism,John Peter Russell,Impressionism,3
Realism,John Singer Sargent,Realism,460
Realism,Jose Ferraz de Almeida Junior,Realism,52
Realism,Jose Malhoa,Realism,17
Realism,Jose Maria Velasco,Realism,154
Realism,Josef Kriehuber,Realism,2
Realism,Joseph DeCamp,Impressionism,14
Realism,Joseph Farquharson,Realism,82
Realism,Joseph Urbania,Realism,12
Realism,Jules Bastien-Lepage,Realism,21
Realism,Jules Breton,Realism,181
Realism,Jules Dupre,Realism,29
Realism,Julian Ashton,Realism,11
Realism,Julio Romero de Torres,Realism,20
Realism,Julius LeBlanc Stewart,Academic Art,65
Realism,Józef Chełmoński,Realism,21
Realism,Józef Pankiewicz,Realism,1
Realism,Kazimir Malevich,Abstract Art,9
Realism,Kitty Lange Kielland,Realism,33
Realism,Klavdy Lebedev,Realism,16
Realism,Kmetty János,Cubism,8
Realism,Koloman Moser,Art Nouveau,8
Realism,Konstantin Bogaevsky,Symbolism,25
Realism,Konstantin Korovin,Impressionism,7
Realism,Konstantin Makovsky,Romanticism,73
Realism,Konstantin Somov,Symbolism,29
Realism,Konstantin Yuon,Symbolism,72
Realism,Konstantinos Volanakis,Realism,44
Realism,Laszlo Mednyanszky,Impressionism,6
Realism,Laura Knight,Impressionism,1
Realism,Leo Steel,Academic Art,4
Realism,Leon Bonnat,Academic Art,38
Realism,Leon Underwood,Surrealism,5
Realism,Leon Wyczółkowski,Young Poland,21
Realism,Louis Comfort Tiffany,Art Nouveau,2
Realism,Lovis Corinth,Impressionism,3
Realism,Ludwig Knaus,Academic Art,69
Realism,Ludwig Manzel,Academic Art,1
Realism,Ludwig Passini,Academic Art,13
Realism,Léo Gausson,Neo-Impressionism,6
Realism,M.C. Escher,Surrealism,51
Realism,Maggie Laubser,Expressionism,1
Realism,Magnus Enckell,Symbolism,2
Realism,Mahmoud Saiid,Expressionism,4
Realism,Mahmud Taghiyev,Socialist Realism,1
Realism,Marie Bashkirtseff,Realism,23
Realism,Marià Fortuny,Romanticism,5
Realism,Martin Johnson Heade,Realism,4
Realism,Martiros Sarian,Realism,112
Realism,Mary Cassatt,Impressionism,24
Realism,Maurice Poirson,Academic Art,5
Realism,Max Liebermann,Impressionism,6
Realism,Maxime Lalanne,Realism,21
Realism,Maximilian Pirner,Art Nouveau,7
Realism,Meijer de Haan,Post-Impressionism,2
Realism,Mihaly Munkacsy,Realism,29
Realism,Mihri Musfik,Realism,5
Realism,Mikhail Lebedev,Realism,16
Realism,Mikhail Nesterov,Symbolism,22
Realism,Mikhail Olennikov,Socialist Realism,21
Realism,Mikhail Vrubel,Symbolism,26
Realism,Morteza Katouzian,Contemporary Realism,39
Realism,Mykola Murashko,Realism,13
Realism,Mykola Yaroshenko,Realism,31
Realism,N.C. Wyeth,Romanticism,35
Realism,Narcisse-Virgilio Diaz,Realism,3
Realism,Nathaniel Hone the Younger,Orientalism,6
Realism,Niccolo Cannicci,Realism,16
Realism,Nicholas Roerich,Symbolism,115
Realism,Nicolae Grigorescu,Impressionism,19
Realism,Nicolae Vermont,Realism,31
Realism,Nikolai Ge,Realism,81
Realism,Nikolai Kuznetsov,Realism,17
Realism,Nikolaos Gyzis,Romanticism,23
Realism,Nikolaos Lytras,Expressionism,4
Realism,Nikolay Bogdanov-Belsky,Realism,97
Realism,Noè Bordignon,Realism,51
Realism,Octav Bancila,Realism,40
Realism,Odilon Redon,Symbolism,62
Realism,Oleksandr Murashko,Realism,14
Realism,Pablo Picasso,Post-Impressionism,26
Realism,Paja Jovanovic,Realism,1
Realism,Panos Terlemezian,Symbolism,5
Realism,Pasquale Celommi,Academic Art,79
Realism,Paul Feeley,Post-Painterly Abstraction,2
Realism,Paul Kane,Romanticism,4
Realism,Paul Mathiopoulos,Symbolism,5
Realism,Paul Serusier,Post-Impressionism,3
Realism,Pavel Fedotov,Realism,42
Realism,Pavel Filonov,Abstract Art,3
Realism,Peder Severin Kroyer,Realism,41
Realism,Pekka Halonen,Realism,48
Realism,Pellizza da Volpedo,Neo-Impressionism,13
Realism,Pericles Pantazis,Impressionism,10
Realism,Petros Malayan,Expressionism,3
Realism,Philip de Laszlo,Impressionism,3
Realism,Pierre-Auguste Renoir,Impressionism,22
Realism,Pyotr Konchalovsky,Post-Impressionism,327
Realism,Raimundo de Madrazo,Academic Art,50
Realism,Ralph Hedley,Realism,77
Realism,Rashid Al Khalifa,Contemporary Realism,2
Realism,Robert Brackman,Realism,24
Realism,Robert Harris,Realism,7
Realism,Rosa Bonheur,Romanticism,106
Realism,Rubens Santoro,Realism,14
Realism,Salvador Dali,Surrealism,26
Realism,Samuel Peploe,Post-Impressionism,4
Realism,Saturnino Herran,Art Nouveau,3
Realism,Sedrak Arakelyan,Realism,5
Realism,Sergey Solomko,Art Nouveau,6
Realism,Silvestro Lega,Realism,110
Realism,Simeon Velkov,Realism,11
Realism,Taras Shevchenko,Romanticism,7
Realism,Telemaco Signorini,Realism,28
Realism,Teodor Axentowicz,Realism,6
Realism,Theo van Rysselberghe,Neo-Impressionism,11
Realism,Theodor Aman,Romanticism,4
Realism,Theodor Severin Kittelsen,Neo-Romanticism,76
Realism,Theodore Chasseriau,Romanticism,1
Realism,Theodore Rousseau,Realism,145
Realism,Theodule Ribot,Realism,36
Realism,Theophile Steinlen,Art Nouveau,545
Realism,Thomas Dewing,Impressionism,14
Realism,Thomas Eakins,Realism,286
Realism,Thomas Pollock Anshutz,Realism,12
Realism,Théodore Géricault,Romanticism,16
Realism,Tom Roberts,Impressionism,3
Realism,Tom Scott,Realism,22
Realism,Umberto Boccioni,Futurism,3
Realism,Valentin Serov,Realism,115
Realism,Vardges Sureniants,Symbolism,1
Realism,Vartan Mahokian,Romanticism,6
Realism,Vasiliy Ryabchenko,Expressionism,2
Realism,Vasily Perov,Realism,184
Realism,Vasily Polenov,Orientalism,161
Realism,Vasily Sadovnikov,Realism,31
Realism,Vasily Surikov,Realism,261
Realism,Vasily Tropinin,Romanticism,33
Realism,Vasily Vereshchagin,Orientalism,125
Realism,Veniamin Kremer,Socialist Realism,9
Realism,Victor Zaretsky,Socialist Realism,10
Realism,Viktor Vasnetsov,Romanticism,72
Realism,Vincent van Gogh,Post-Impressionism,887
Realism,Vincenzo Cabianca,Realism,27
Realism,Vincenzo Irolli,Impressionism,6
Realism,Vincenzo Migliaro,Realism,8
Realism,Vladimir Makovsky,Realism,114
Realism,Vladimir Tatlin,Abstract Art,1
Realism,Volodymyr Orlovsky,Realism,66
Realism,Walter Gay,Realism,6
Realism,Walter Osborne,Impressionism,1
Realism,Wassily Kandinsky,Expressionism,2
Realism,Wilhelm Leibl,Realism,24
Realism,Wilhelm Trübner,Realism,9
Realism,William H. Johnson,Harlem Renaissance (New Negro Movement),1
Realism,William Logsdail,Realism,32
Realism,William Merritt Chase,Impressionism,42
Realism,William Michael Harnett,Realism,11
Realism,William Sidney Cooper,Realism,16
Realism,William Simpson,Realism,14
Realism,William-Adolphe Bouguereau,Neoclassicism,3
Realism,Willy Schlobach,Neo-Impressionism,2
Realism,Winslow Homer,Realism,137
Realism,Włodzimierz Zakrzewski,Realism,21
Realism,Xavier Mellery,Symbolism,4
Realism,Xu Beihong,Republic of China (1912–1949),10
Realism,Yeghishe Tadevosyan,Realism,1
Realism,Yiannis Moralis,Expressionism,10
Realism,Yuriy Khymych,Socialist Realism,13
Realism,Zakar Zakarian,Realism,2
Realism,Émile Friant,Realism,61
Realism,Émile Prisse d'Avennes,Romanticism,10
Regionalism,Alan Stephens Foster,Regionalism,14
Regionalism,Alex Colville,Precisionism,6
Regionalism,Alfred Heber Hutty,Regionalism,19
Regionalism,Andrew Wyeth,Regionalism,16
Regionalism,Charles E. Burchfield,Regionalism,4
Regionalism,Diego Rivera,Social Realism,1
Regionalism,Georgia O'Keeffe,Precisionism,2
Regionalism,Grace Albee,Regionalism,24
Regionalism,Grant Wood,Regionalism,62
Regionalism,Haddon Sundblom,Regionalism,9
Regionalism,Hale Woodruff,Harlem Renaissance (New Negro Movement),4
Regionalism,Jean Paul Lemieux,Expressionism,4
Regionalism,John Steuart Curry,Regionalism,28
Regionalism,Marsden Hartley,Abstract Art,8
Regionalism,Maxfield Parrish,Symbolism,10
Regionalism,Norman Rockwell,Regionalism,221
Regionalism,Rita Angus,Modernism,67
Regionalism,Rockwell Kent,Modernism,4
Regionalism,Thomas Hart Benton,Synchromism,52
Renaissance,Albrecht Durer,Northern Renaissance,1
Renaissance,Edward Burne-Jones,Romanticism,1
Renaissance,Fujishima Takeji,Romanticism,3
Renaissance,Leonid Šejka,Surrealism,1
Renaissance,Louis Comfort Tiffany,Art Nouveau,1
Renaissance,Lucas Cranach the Elder,Northern Renaissance,1
Renaissance,Magnus Enckell,Symbolism,1
Renaissance,Marinus van Reymerswaele,Northern Renaissance,9
Renaissance,Pieter Bruegel the Elder,Northern Renaissance,1
Renaissance,Sandro Botticelli,Early Renaissance,8
Rococo,Allan Ramsay,Rococo,45
Rococo,Angelica Kauffman,Rococo,30
Rococo,Anne Vallayer-Coster,Rococo,14
Rococo,Antoine Pesne,Rococo,54
Rococo,Antoine Watteau,Rococo,75
Rococo,Anton Raphael Mengs,Baroque,1
Rococo,Benjamin West,Rococo,63
Rococo,Bernardo Bellotto,Rococo,98
Rococo,Canaletto,Baroque,77
Rococo,Carl-Ludwig Johann Christineck,Rococo,30
Rococo,Charles Willson Peale,Rococo,64
Rococo,Charles-Andre van Loo (Carle van Loo),Rococo,89
Rococo,David Morier,Rococo,13
Rococo,Dmitry Levitzky,Rococo,105
Rococo,Francisco Bayeu y Subias,Rococo,8
Rococo,Francisco Goya,Romanticism,12
Rococo,Francois Boucher,Rococo,74
Rococo,François Lemoyne,Rococo,18
Rococo,Fyodor Rokotov,Rococo,37
Rococo,George Lambert,Rococo,38
Rococo,George Morland,Rococo,87
Rococo,George Romney,Rococo,219
Rococo,Giambattista Pittoni,Baroque,19
Rococo,Gilbert Stuart,Rococo,24
Rococo,Giovanni Battista Gaulli,Baroque,29
Rococo,Giovanni Battista Tiepolo,Rococo,129
Rococo,Giovanni Domenico Tiepolo,Rococo,60
Rococo,Giovanni Paolo Panini,Baroque,1
Rococo,Hendrik Voogd,Rococo,1
Rococo,Hubert Robert,Rococo,39
Rococo,Jean-Baptiste Greuze,Rococo,34
Rococo,Jean-Baptiste Oudry,Rococo,113
Rococo,Jean-Baptiste Pigalle,Rococo,20
Rococo,Jean-Baptiste van Loo,Rococo,29
Rococo,Jean-Baptiste-Simeon Chardin,Baroque,62
Rococo,Jean-Honore Fragonard,Rococo,64
Rococo,Jean-Marc Nattier,Rococo,17
Rococo,Jean-Étienne Liotard,Rococo,80
Rococo,Johann Anton de Peters,Rococo,15
Rococo,Johann Georg Pinzel,Baroque,45
Rococo,John Jackson,Rococo,93
Rococo,John Russell,Rococo,36
Rococo,Joseph Ducreux,Rococo,10
Rococo,Joseph Duplessis,Rococo,15
Rococo,Joseph Wright,Neoclassicism,23
Rococo,Joseph-Marie Vien,Rococo,30
Rococo,Joshua Reynolds,Rococo,195
Rococo,José Campeche,Rococo,13
Rococo,Lemuel Francis Abbott,Rococo,76
Rococo,Louise Elisabeth Vigee Le Brun,Rococo,88
Rococo,Luis Paret y Alcazar,Rococo,27
Rococo,Maurice Quentin de La Tour,Rococo,148
Rococo,Paul Revere,Rococo,32
Rococo,Pietro Longhi,Rococo,71
Rococo,Pompeo Batoni,Rococo,71
Rococo,Raimundo de Madrazo,Academic Art,8
Rococo,Ralph Earl,Rococo,16
Rococo,Richard Wilson,Rococo,27
Rococo,Rosalba Carriera,Rococo,64
Rococo,Thomas Gainsborough,Rococo,175
Rococo,Thomas Lawrence,Rococo,40
Rococo,Vieira Portuense,Rococo,2
Rococo,Vladimir Borovikovsky,Rococo,98
Rococo,William Hamilton,Neoclassicism,2
Rococo,William Hogarth,Rococo,120
Rococo,William Williams,Rococo,25
Romanesque,Alberto Sotio,Romanesque Art,5
Romanesque,Bartolomeo Pinelli,Romanticism,1
Romanesque,Claricia,Romanesque Art,26
Romanesque,Evelyn De Morgan,Romanticism,1
Romanesque,Herrad of Landsberg,Romanesque Art,46
Romanesque,Hildegard of Bingen,Romanesque Art,18
Romanticism,Achille Zo,Academic Art,4
Romanticism,Adolphe Joseph Thomas Monticelli,Romanticism,39
Romanticism,Adolphe Yvon,Romanticism,19
Romanticism,Akseli Gallen-Kallela,Romanticism,14
Romanticism,Albert Benois,Romanticism,15
Romanticism,Albert Bierstadt,Romanticism,56
Romanticism,Albrecht Adam,Romanticism,69
Romanticism,Alexander Clarot,Romanticism,42
Romanticism,Alexander Ivanov,Academic Art,24
Romanticism,Alexander Orlowski,Romanticism,33
Romanticism,Alexander Pope,Romanticism,21
Romanticism,Alexander Shilov,Kitsch,26
Romanticism,Alexandre-Gabriel Decamps,Romanticism,24
Romanticism,Alexey  Bogolyubov,Romanticism,19
Romanticism,Alexey Venetsianov,Realism,14
Romanticism,Alfred Concanen,Romanticism,15
Romanticism,Alfred Dehodencq,Romanticism,68
Romanticism,Alfred Stevens,Romanticism,62
Romanticism,Alonzo Chappel,Romanticism,13
Romanticism,Alphonse Mucha,Art Nouveau,18
Romanticism,Andreas Achenbach,Romanticism,137
Romanticism,Andrei Ryabushkin,Romanticism,25
Romanticism,Angelo Zoffoli,Romanticism,18
Romanticism,Anne-Louis Girodet,Romanticism,25
Romanticism,Anton Melbye,Romanticism,15
Romanticism,Antonio Ciseri,Romanticism,12
Romanticism,Antonio Paoletti,Romanticism,24
Romanticism,Apollinary Goravsky,Romanticism,12
Romanticism,Arnold Böcklin,Symbolism,20
Romanticism,Arthur Hughes,Romanticism,37
Romanticism,Arturo Michelena,Romanticism,28
Romanticism,Ary Scheffer,Romanticism,19
Romanticism,Asher Brown Durand,Romanticism,75
Romanticism,August Friedrich Schenck,Romanticism,3
Romanticism,Auguste Edouart,Romanticism,12
Romanticism,Aurelio Tiratelli,Romanticism,15
Romanticism,Bartolomeo Pinelli,Romanticism,46
Romanticism,Benjamin Constant,Romanticism,18
Romanticism,Bertalan Szekely,Romanticism,9
Romanticism,Berthold  Woltze,Romanticism,14
Romanticism,Byam Shaw,Romanticism,7
Romanticism,Camille Corot,Realism,68
Romanticism,Canaletto,Baroque,1
Romanticism,Carl Gustav Rodde,Romanticism,10
Romanticism,Carl Haag,Orientalism,30
Romanticism,Carl Larsson,Arts and Crafts,1
Romanticism,Carl Spitzweg,Romanticism,2
Romanticism,Carle Vernet,Neoclassicism,5
Romanticism,Caspar David Friedrich,Romanticism,145
Romanticism,Cassius Marcellus Coolidge,Kitsch,3
Romanticism,Charles Gleyre,Romanticism,15
Romanticism,Charles M. Russell,Romanticism,278
Romanticism,Charles Turner,Romanticism,230
Romanticism,Charles de Steuben,Romanticism,42
Romanticism,Christen Kobke,Romanticism,21
Romanticism,Christian August Lorentzen,Neoclassicism,6
Romanticism,Constantin Daniel Rosenthal,Romanticism,13
Romanticism,Cornelis Springer,Romanticism,71
Romanticism,Currier and Ives,Romanticism,207
Romanticism,Dante Gabriel Rossetti,Romanticism,176
Romanticism,David Allan,Romanticism,43
Romanticism,David Cox,Romanticism,155
Romanticism,David Johnson,Romanticism,41
Romanticism,David Roberts,Romanticism,10
Romanticism,David Scott,Romanticism,30
Romanticism,David Wilkie,Romanticism,42
Romanticism,Domenico Induno,Romanticism,28
Romanticism,Domingos Sequeira,Neoclassicism,7
Romanticism,Edouard Riou,Romanticism,119
Romanticism,Eduard von Gebhardt,Romanticism,4
Romanticism,Eduard von Grützner,Romanticism,15
Romanticism,Edward Burne-Jones,Romanticism,149
Romanticism,Edward Henry Potthast,Impressionism,1
Romanticism,Edward Lear,Romanticism,24
Romanticism,Edward Poynter,Academic Art,10
Romanticism,Edward R. Taylor,Romanticism,16
Romanticism,Edward Robert Hughes,Romanticism,75
Romanticism,Edwin Austin Abbey,Romanticism,23
Romanticism,Edwin Henry Landseer,Romanticism,94
Romanticism,Eleanor Fortescue-Brickdale,Romanticism,97
Romanticism,Elenore Abbott,Romanticism,4
Romanticism,Eliseu Visconti,Symbolism,8
Romanticism,Elizabeth Thompson,Romanticism,47
Romanticism,Emanuel Leutze,Romanticism,11
Romanticism,Ernest Hébert,Romanticism,50
Romanticism,Eugene Delacroix,Romanticism,158
Romanticism,Eugene von Guerard,Romanticism,74
Romanticism,Evelyn De Morgan,Romanticism,62
Romanticism,Ferdinand Georg Waldmüller,Romanticism,69
Romanticism,Ferdinand Hodler,Symbolism,5
Romanticism,Filippo Indoni,Romanticism,35
Romanticism,Ford Madox Brown,Romanticism,46
Romanticism,Francesc Masriera,Art Nouveau,3
Romanticism,Francesco Didioni,Romanticism,29
Romanticism,Francesco Hayez,Romanticism,118
Romanticism,Francisco Goya,Romanticism,349
Romanticism,Frank Cadogan Cowper,Romanticism,8
Romanticism,Frank Dicksee,Romanticism,23
Romanticism,Franz Richard Unterberger,Romanticism,38
Romanticism,Franz Xaver Winterhalter,Neoclassicism,28
Romanticism,Frederic Edwin Church,Romanticism,45
Romanticism,Frederick George Cotman,Romanticism,36
Romanticism,Frederick Morgan,Romanticism,21
Romanticism,Frederick Sandys,Romanticism,73
Romanticism,Frederick William Burton,Romanticism,8
Romanticism,Fujishima Takeji,Romanticism,8
Romanticism,Fyodor Bronnikov,Romanticism,53
Romanticism,Fyodor Solntsev,Romanticism,37
Romanticism,Félix Louis Leullier,Romanticism,5
Romanticism,Gabriel Ferrier,Romanticism,6
Romanticism,Gabriel von Max,Romanticism,22
Romanticism,George Caleb Bingham,Romanticism,3
Romanticism,George Frederick Watts,Symbolism,43
Romanticism,George Harvey,Romanticism,124
Romanticism,George Hemming Mason,Romanticism,23
Romanticism,George Philip Reinagle,Romanticism,15
Romanticism,George Romney,Rococo,18
Romanticism,George Stubbs,Romanticism,81
Romanticism,Gerolamo Induno,Romanticism,119
Romanticism,Gheorghe Tattarescu,Neoclassicism,19
Romanticism,Gilbert Stuart,Rococo,31
Romanticism,Giovanni Battista Torriglia,Romanticism,23
Romanticism,Giovanni Fattori,Realism,1
Romanticism,Giuseppe Barberis,Romanticism,200
Romanticism,Graham Sutherland,Surrealism,4
Romanticism,Gustaf Wappers,Romanticism,12
Romanticism,Gustav Bauernfeind,Orientalism,5
Romanticism,Gustav Klimt,Symbolism,2
Romanticism,Gustave Courbet,Realism,13
Romanticism,Gustave Dore,Romanticism,757
Romanticism,Gustave Moreau,Symbolism,20
Romanticism,Hans Gude,Romanticism,83
Romanticism,Heinrich Bürkel,Romanticism,30
Romanticism,Heinrich Papin,Romanticism,11
Romanticism,Heinrich Reinhold,Romanticism,15
Romanticism,Helen Augusta Hamburger,Romanticism,8
Romanticism,Hendrik Voogd,Rococo,13
Romanticism,Henri Regnault,Romanticism,24
Romanticism,Henry Arthur McArdle,Romanticism,10
Romanticism,Henry Fuseli,Romanticism,28
Romanticism,Henry Raeburn,Romanticism,59
Romanticism,Henry William Banks Davis,Romanticism,16
Romanticism,Henryk Rodakowski,Romanticism,47
Romanticism,Henryk Siemiradzki,Romanticism,27
Romanticism,Herbert Gustave Schmalz (Herbert Carmichael),Romanticism,15
Romanticism,Herbert James Draper,Academic Art,6
Romanticism,Hermann David Salomon Corrodi,Romanticism,9
Romanticism,Hermann Hendrich,Romanticism,7
Romanticism,Hermann Ottomar Herzog,Romanticism,51
Romanticism,Heywood Hardy,Romanticism,36
Romanticism,Homer Watson,Realism,4
Romanticism,Honore Daumier,Realism,14
Romanticism,Horace Vernet,Romanticism,40
Romanticism,Howard Pyle,Romanticism,79
Romanticism,Ivan Aivazovsky,Romanticism,691
Romanticism,J.M.W. Turner,Romanticism,243
Romanticism,Jacek Malczewski,Symbolism,4
Romanticism,Jakub Schikaneder,Romanticism,8
Romanticism,James Archer,Romanticism,41
Romanticism,James Barry,Neoclassicism,5
Romanticism,James Campbell,Romanticism,11
Romanticism,James Hamilton,Romanticism,20
Romanticism,James Ward,Romanticism,96
Romanticism,James Webb,Romanticism,115
Romanticism,Jan Matejko,Romanticism,233
Romanticism,Jasper Francis Cropsey,Romanticism,21
Romanticism,Jean Auguste Dominique Ingres,Neoclassicism,2
Romanticism,Jean Lecomte du Nouÿ,Romanticism,7
Romanticism,Jean Leon Gerome Ferris,Romanticism,21
