artist,Nationality,PaintingSchool,ArtMovement,Influencedby,Influencedon,Pupils,Teachers,FriendsandCoworkers,FirstYear,LastYear,Places,PlacesYears,StylesYears,StylesCount,PlacesCount,Contemporary,Type
Peter Paul Rubens,Flemish,"Flemish School,Antwerp School","{Antwerp school:3},{Baroque:390}","Titian,Pieter Bruegel the Elder,Caravaggio,Hans Holbein the Younger,","Gustave Courbet,Frans Hals,Rembrandt,John Constable,Théodore Géricault,Eugene Delacroix,Rosa Bonheur,Jenny Saville,Claudio Coello,","Anthony van Dyck,Jacob Jordaens,Frans Snyders,","Tobias Verhaecht,Adam van Noort,Otto van Veen,","Diego Velazquez,",1597.0,1640.0,"London, Prague, Moscow, Rotterdam, Museo del Prado, UK, Spain, des Antiquités, Canberra, Canada, Jacksonville, Rome, US, Netherlands, Germany, Washington DC, England, Marseille, Ottawa, Milan, Edinburgh, Australia, Brussels, Italy, Vallicella, Hague, Dresden, Glasgow, Albertina, MA, Genoa, Austria, Lille, Paris, Denmark, Detroit, Bayonne, MI, Florence, Vienna, Tours, Cologne, Belgium, Boston, Czech Republic, Berlin, Russia, Braunschweig, Saint Petersburg, Antwerp, Venice, Toledo, Belgrade, Munich, France, Madrid, NY, Serbia, Lyon, OH, Rouen, New York City","Antwerp:1610-1626,Brussels:1610-1637,Belgium:1610-1637,London:1609-1637,Netherlands:1620-1636,Lille:1615-1617,France:1603-1639,UK:1609-1637,Paris:1603-1639,Rotterdam:1620-1636,Saint Petersburg:1608-1638,Russia:1608-1638,Munich:1609-1638,Germany:1602-1638,Florence:1605-1640,Italy:1605-1640,Museo del Prado:1603-1640,Madrid:1603-1640,Spain:1603-1640,Bayonne:1625-1636,Prague:1625-1639,Czech Republic:1625-1639,New York City:1625-1639,NY:1625-1639,US:1604-1639,Vienna:1605-1640,Austria:1604-1640,Boston:1609-1633,MA:1609-1633,Dresden:1635-1638,Edinburgh:1633-1633,Milan:1631-1632,Toledo:1631-1631,OH:1631-1631,Hague:1620-1630,Denmark:1624-1624,Canberra:1623-1623,Australia:1623-1623,Berlin:1614-1622,Lyon:1618-1619,Rome:1607-1616,Cologne:1602-1616,Braunschweig:1616-1616,Detroit:1615-1615,MI:1615-1615,des Antiquités:1615-1615,Rouen:1615-1615,Belgrade:1615-1615,Serbia:1615-1615,Moscow:1615-1615,Glasgow:1615-1615,Ottawa:1611-1612,Canada:1611-1612,Vallicella:1608-1608,Genoa:1605-1606,Jacksonville:1606-1606,Washington DC:1604-1605,Tours:1604-1604",Baroque:1597-1640,"{Baroque Flemish Art / Portrait:1}, {XVII CenturyFlemish Painting:1}, {Flemish Baroque:7}, {Flemish:1}, {Baroque:387}","{Antwerp:49},{Brussels:12},{England:1},{Belgium:33},{London:20},{Netherlands:9},{Lille:2},{France:37},{UK:21},{Paris:29},{Rotterdam:5},{Saint Petersburg:15},{Russia:16},{Munich:20},{Germany:29},{Florence:13},{Italy:21},{Museo del Prado:26},{Madrid:29},{Spain:29},{Bayonne:2},{Prague:6},{Czech Republic:3},{New York City:3},{NY:3},{US:13},{Marseille:1},{Venice:1},{Albertina:1},{Vienna:16},{Austria:18},{Boston:6},{MA:6},{Dresden:1},{Edinburgh:1},{Milan:1},{Toledo:1},{OH:1},{Hague:2},{Denmark:1},{Canberra:1},{Australia:1},{Berlin:3},{Lyon:1},{Rome:4},{Cologne:4},{Braunschweig:1},{Detroit:1},{MI:1},{des Antiquités:1},{Rouen:1},{Belgrade:1},{Serbia:1},{Moscow:1},{Glasgow:1},{Ottawa:1},{Canada:1},{Vallicella:1},{Genoa:2},{Jacksonville:1},{Washington DC:1},{Tours:1}",No,Painting/Sculpture
Edgar Degas,French,,"{Realism:1},{Modern art:4},{Impressionism:2},{Impressionism,Realism:617}","Jean Auguste Dominique Ingres,Michelangelo,Raphael,Titian,Edouard Manet,Eugene Delacroix,","Edward Hopper,Henri Gervex,Paul Gauguin,Mary Cassatt,Walter Sickert,Henri de Toulouse-Lautrec,Pierre-Auguste Renoir,Aaron Shikler,",,,"Edouard Manet,Mary Cassatt,",1844.0,1956.0,"Kunsthalle, Farmington, Northampton, Canada, Toronto, Winterthur, Chicago, Washington DC, Portugal, Pittsburgh, NJ, Glasgow, MA, MI, Liverpool, Boston, Dublin, Argentina, Pasadena, VA, RI, Munich, Japan, NY, MD, Lyon, Oxford, UK, Switzerland, Lisbon, Rochester, Kasama, Baltimore, Detroit, Buffalo, Stockholm, Basel, Zürich, Bremen, Saint Petersburg, Toledo, New Haven, Stuttgart, France, OH, Amsterdam, Rouen, Hiroshima, Denver, Moscow, Tate Britain, Shelburne, San Diego, US, Germany, Netherlands, Israel, MS, Edinburgh, Jerusalem, Paris, Philadelphia, USA, Providence, Pau, Russia, Lausanne, CO, Birmingham, Main, New York City, Hartford, London, CA, Leicester, Norway, Spain, Richmond, MN, Williamstown, Ottawa, IL, Cambridge, Minneapolis, Los Angeles, Laurel, Hamburg, Norfolk, Denmark, VT, Nationalmuseum, Fukuoka, Sweden, Ireland, Frankfurt, Oslo, Los Angeles County Museum of Art, Madrid, Fort Worth, Solothurn, PA","France:1854-1910,Paris:1854-1910,Madrid:1879-1894,Spain:1879-1894,Philadelphia:1868-1896,PA:1868-1899,US:1855-1905,Williamstown:1858-1882,MA:1855-1898,Oxford:1882-1882,UK:1857-1905,New York City:1865-1904,NY:1865-1904,Denver:1880-1885,CO:1880-1885,Providence:1855-1885,RI:1855-1885,New Haven:1869-1895,Pittsburgh:1875-1890,Buffalo:1890-1892,London:1860-1900,Nationalmuseum:1895-1895,Stockholm:1895-1895,Sweden:1895-1895,Norfolk:1890-1895,VA:1885-1895,Oslo:1896-1900,Norway:1896-1900,Saint Petersburg:1874-1899,Russia:1874-1899,Moscow:1878-1899,Tate Britain:1869-1899,Bremen:1899-1899,Germany:1867-1905,Chicago:1856-1905,IL:1856-1905,Edinburgh:1879-1905,Washington DC:1859-1905,Stuttgart:1892-1905,Toronto:1893-1904,Canada:1858-1904,Lausanne:1902-1902,Switzerland:1860-1902,Glasgow:1877-1901,Kasama:1897-1901,Japan:1867-1901,Ottawa:1858-1900,NJ:1900-1900,Rochester:1900-1900,Toledo:1866-1899,OH:1866-1899,Solothurn:1898-1898,Basel:1860-1898,Leicester:1896-1898,Boston:1866-1898,Munich:1869-1898,Winterthur:1880-1898,Denmark:1884-1898,Pasadena:1876-1895,CA:1865-1895,Cambridge:1860-1895,Hartford:1892-1892,Richmond:1885-1892,Kunsthalle:1867-1890,Hamburg:1867-1890,Fort Worth:1887-1887,Farmington:1880-1886,Liverpool:1884-1886,Dublin:1886-1886,Ireland:1886-1886,San Diego:1885-1886,USA:1880-1884,Jerusalem:1881-1881,Israel:1881-1881,Shelburne:1879-1880,VT:1879-1880,Amsterdam:1879-1879,Netherlands:1879-1879,Lisbon:1865-1879,Portugal:1865-1879,Birmingham:1857-1879,Argentina:1879-1879,Zürich:1870-1878,Lyon:1861-1877,Detroit:1871-1873,MI:1871-1873,Pau:1873-1873,Frankfurt:1872-1872,Main:1872-1872,Minneapolis:1869-1870,MN:1869-1870,Fukuoka:1868-1869,Hiroshima:1867-1868,Los Angeles County Museum of Art:1865-1866,Los Angeles:1865-1866,Baltimore:1856-1865,MD:1856-1865,Rouen:1865-1865,Northampton:1855-1860","Graphic arts:1860-1862,Impressionism:1854-1910,Japonism:1870-1890,Realism:1855-1868,Neoclassicism:1865-1865","{Graphic arts:1}, {Impressionist:2}, {Nineteenth-Century European PaintingImpressionism and Post-Impressionism:1}, {Impressionism:606}, {Japonism:3}, {Realism:12}, {Neoclassicism:1}","{France:72},{Paris:59},{Madrid:3},{Spain:3},{Philadelphia:8},{PA:11},{US:104},{Williamstown:3},{MA:23},{Oxford:1},{UK:41},{New York City:9},{NY:12},{Denver:2},{CO:2},{Providence:4},{RI:4},{New Haven:4},{Pittsburgh:2},{Buffalo:2},{London:20},{Nationalmuseum:1},{Stockholm:1},{Sweden:1},{Norfolk:1},{VA:3},{Oslo:1},{Norway:1},{Saint Petersburg:5},{Russia:7},{Moscow:2},{Tate Britain:3},{Bremen:1},{Germany:8},{Laurel:1},{MS:1},{Chicago:11},{IL:11},{Edinburgh:4},{Washington DC:8},{Stuttgart:4},{Toronto:2},{Canada:5},{Lausanne:1},{Switzerland:10},{Glasgow:10},{Kasama:1},{Japan:3},{Ottawa:3},{NJ:1},{Rochester:1},{Toledo:2},{OH:2},{Solothurn:1},{Basel:3},{Leicester:1},{Boston:10},{Munich:2},{Winterthur:2},{Denmark:2},{Pasadena:9},{CA:11},{Cambridge:10},{Hartford:1},{Richmond:2},{Kunsthalle:2},{Hamburg:4},{Fort Worth:1},{Farmington:3},{Liverpool:1},{Dublin:1},{Ireland:1},{San Diego:1},{USA:1},{Jerusalem:1},{Israel:1},{Shelburne:2},{VT:2},{Amsterdam:1},{Netherlands:1},{Lisbon:2},{Portugal:2},{Birmingham:2},{Argentina:1},{Zürich:2},{Lyon:2},{Detroit:2},{MI:2},{Pau:1},{Frankfurt:1},{Main:1},{Minneapolis:1},{MN:1},{Fukuoka:1},{Hiroshima:1},{Los Angeles County Museum of Art:1},{Los Angeles:1},{Baltimore:2},{MD:2},{Rouen:1},{Northampton:2}",No,Painting/Sculpture
Henri de Toulouse-Lautrec,,,"{Post-Impressionism:14},{Art Nouveau:13},{Modern art:14}",,,,,,1880.0,1901.0,"France, Paris, London",France:1899-1899,,,"{France:6},{Paris:3},{London:4}",No,Painting/Sculpture
Zhao Mengfu,,,,,,,,,,,,,,,,,Painting/Sculpture
John Constable,British,English school,{Romanticism:117},"Claude Lorrain,Thomas Gainsborough,Peter Paul Rubens,Annibale Carracci,Jacob van Ruisdael,","Alfred Sisley,Jules Dupre,Claude Monet,Barbizon school,Impressionism,Théodore Géricault,Eugene Delacroix,Camille Corot,",,,,1800.0,1837.0,"London, Manchester, Suffolk, Moscow, Ipswich, UK, Spain, Tate Britain, Canada, MO, Toronto, OH, US, Germany, St. Louis, Washington DC, Melbourne, England, Cambridge, Budapest, Edinburgh, Australia, Victoria, MA, Philadelphia, Hungary, Lode, Boston, Berlin, Russia, Toledo, New Haven, CO, Madrid, United Kingdom, PA, Denver","London:1809-1836,US:1802-1837,New Haven:1802-1829,Melbourne:1822-1822,Australia:1822-1822,Toledo:1837-1837,OH:1837-1837,UK:1800-1836,Edinburgh:1828-1835,Cambridge:1820-1826,Madrid:1824-1824,Spain:1824-1824,Berlin:1820-1823,Germany:1820-1823,Denver:1822-1822,CO:1822-1822,Victoria:1820-1820,Tate Britain:1817-1817,Washington DC:1816-1816,Ipswich:1814-1815,Boston:1814-1814,MA:1814-1814,Budapest:1814-1814,Hungary:1814-1814,Lode:1813-1813,Philadelphia:1810-1810,PA:1810-1810,Toronto:1801-1802,Canada:1801-1802,Manchester:1800-1800",Romanticism:1800-1837,"{Landscape:1}, {Romanticism:115}","{London:63},{Suffolk:21},{England:1},{United Kingdom:1},{St. Louis:1},{MO:1},{US:11},{New Haven:5},{Melbourne:2},{Australia:2},{Toledo:1},{OH:1},{UK:31},{Edinburgh:2},{Moscow:1},{Russia:1},{Cambridge:3},{Madrid:1},{Spain:1},{Victoria:2},{Berlin:1},{Germany:1},{Denver:1},{CO:1},{Tate Britain:1},{Washington DC:1},{Ipswich:3},{Boston:1},{MA:1},{Budapest:1},{Hungary:1},{Lode:1},{Philadelphia:1},{PA:1},{Toronto:1},{Canada:1},{Manchester:1}",No,Painting/Sculpture
Gim Hongdo,,,,,,,,,1745.0,1806.0,,,,,,No,Painting/Sculpture
Utamaro,,,,,,,,,1787.0,1803.0,Japan,,,,{Japan:26},No,Painting/Sculpture
René Lalique,,,,,"France,",,,"Artists1/René Lalique/Orchids Diadem##EAHg4G1jA0I1Dw.jpg,",1897.0,1955.0,"Paris, France",France:1897-1928,,,"{Paris:3},{France:16}",No,Painting/Sculpture
Claude Lorrain,French,,"{Baroque:8},{Baroque,Rococo:88}","Annibale Carracci,","John Constable,Aelbert Cuyp,Jan Dirksz Both,Camille Corot,Joseph Anton Koch,",,"Agostino Tassi,Claude Deruet,","Nicolas Poussin,Salvator Rosa,",1630.0,1682.0,"London, Moscow, CA, Museo del Prado, UK, Kunsthalle, Spain, MO, Oxford, Rome, US, Germany, Chicago, Netherlands, St. Louis, IL, Cambridge, Tokyo, Edinburgh, Australia, Los Angeles, Italy, MA, Hamburg, Paris, Florence, Boston, Berlin, Sydney, Russia, Saint Petersburg, Frankfurt, New Haven, Los Angeles County Museum of Art, Munich, France, Madrid, Fort Worth, Japan, Amsterdam, Birmingham, Main","Italy:1637-1648,France:1631-1674,Rome:1645-1648,Museo del Prado:1638-1647,Madrid:1638-1663,Spain:1638-1663,London:1630-1672,UK:1630-1682,Oxford:1682-1682,Frankfurt:1681-1681,Main:1681-1681,Germany:1635-1681,Boston:1631-1680,MA:1631-1680,US:1631-1680,Fort Worth:1634-1677,Kunsthalle:1675-1675,Hamburg:1675-1675,Munich:1668-1674,Chicago:1672-1672,IL:1672-1672,Amsterdam:1637-1671,Netherlands:1637-1671,Saint Petersburg:1649-1666,Russia:1649-1666,Cambridge:1663-1663,Moscow:1655-1655,Edinburgh:1652-1652,New Haven:1648-1648,Paris:1631-1648,Tokyo:1646-1646,Japan:1646-1646,Birmingham:1645-1645,Berlin:1635-1642,St. Louis:1638-1638,MO:1638-1638,Florence:1637-1637,Sydney:1636-1636,Australia:1636-1636,Los Angeles County Museum of Art:1634-1634,Los Angeles:1634-1634,CA:1634-1634","Classicism:1630-1682,Baroque:1630-1669,Rococo:1634-1677","{Classicism:70}, {Baroque:11}, {Rococo:7}","{Italy:7},{France:10},{Rome:5},{Museo del Prado:4},{Madrid:5},{Spain:5},{London:15},{UK:19},{Oxford:1},{Frankfurt:1},{Main:1},{Germany:7},{Boston:2},{MA:2},{US:8},{Fort Worth:2},{Kunsthalle:1},{Hamburg:2},{Munich:3},{Chicago:1},{IL:1},{Amsterdam:2},{Netherlands:2},{Saint Petersburg:3},{Russia:4},{Cambridge:1},{Moscow:1},{Edinburgh:1},{New Haven:1},{Paris:6},{Tokyo:1},{Japan:1},{Birmingham:1},{Berlin:2},{St. Louis:1},{MO:1},{Florence:1},{Sydney:1},{Australia:1},{Los Angeles County Museum of Art:1},{Los Angeles:1},{CA:1}",No,Painting/Sculpture
Albert Bierstadt,"American,German",Hudson River School,"{Luminism:3},{Hudson River School:3},{Romanticism:327}",,,,,,1850.0,1900.0,"Georgia, CA, Spain, Pittsfield, MO, Newark, Tbilisi, Seattle, US, St. Louis, Washington DC, Winston-Salem, Cambridge, Columbus, NJ, New York City, Youngstown, MA, AL, San Francisco, Mount Washington, Detroit, MI, Buffalo, Boston, Toledo, WY, New Haven, NY, Madrid, Fort Worth, OH, NC, WA, United States, Hartford","Mount Washington:1870-1870,United States:1870-1870,WY:1863-1881,US:1855-1895,New York City:1865-1895,NY:1859-1895,Boston:1857-1889,MA:1857-1889,Madrid:1863-1887,Spain:1863-1887,Tbilisi:1881-1881,Georgia:1881-1881,San Francisco:1858-1877,CA:1858-1877,Toledo:1875-1875,OH:1867-1875,Pittsfield:1874-1874,Winston-Salem:1871-1873,NC:1871-1873,Seattle:1870-1870,WA:1870-1870,Fort Worth:1869-1869,Youngstown:1869-1869,Columbus:1867-1869,Hartford:1867-1867,AL:1865-1865,Cambridge:1863-1863,New Haven:1861-1861,Detroit:1859-1859,MI:1859-1859,St. Louis:1859-1859,MO:1859-1859,Washington DC:1859-1859,Buffalo:1859-1859,Newark:1855-1855,NJ:1855-1855","Luminism:1850-1900,Realism:1864-1900,Romanticism:1855-1889","{Luminism:285}, {Realism:10}, {Romanticism:32}","{Mount Washington:1},{United States:1},{WY:4},{US:32},{New York City:3},{NY:4},{Boston:5},{MA:7},{Madrid:3},{Spain:3},{Tbilisi:1},{Georgia:1},{San Francisco:6},{CA:4},{Toledo:1},{OH:3},{Pittsfield:1},{Winston-Salem:1},{NC:1},{Seattle:1},{WA:1},{Fort Worth:1},{Youngstown:1},{Columbus:1},{Hartford:1},{AL:1},{Cambridge:1},{New Haven:1},{Detroit:1},{MI:1},{St. Louis:1},{MO:1},{Washington DC:1},{Buffalo:1},{Newark:1},{NJ:1}",No,Painting/Sculpture
Jean-François Millet,,,,,,,,,1840.0,1874.0,"France, Barbizon","France:1841-1855,Barbizon:1855-1855",,,"{France:6},{Barbizon:1}",No,Painting/Sculpture
Utagawa Kuniyoshi,Japanese,Utagawa school,"{Ukiyo-e:2},{Edo period (1603–1867):350}",,,,,,1800.0,1861.0,"US, Washington DC, Cambridge, UK, Japan, NY, New York City","New York City:1830-1835,NY:1830-1835,US:1830-1852,Washington DC:1835-1852,Cambridge:1847-1847,UK:1836-1847",Ukiyo-e:1810-1852,{Ukiyo-e:350},"{Japan:48},{New York City:7},{NY:7},{US:10},{Washington DC:3},{Cambridge:1},{UK:2}",No,Painting/Sculpture
Annibale Carracci,Italian,Bolognese School,{Baroque:91},"Venetian School,Florentine School,Raphael,Andrea del Sarto,","Bolognese School,Claude Lorrain,John Constable,Jacques-Louis David,","Guido Reni,","Titian,",,1580.0,1609.0,"London, Karlsruhe, UK, Museo del Prado, Spain, Oxford, Rome, US, Germany, Cambridge, Milan, Chantilly, Brazil, Italy, Naples, Austria, Paris, Florence, Vienna, Russia, Saint Petersburg, Orleans, Stuttgart, France, Madrid, Fort Worth, Rio de Janeiro","Italy:1580-1605,Rome:1580-1605,Florence:1588-1600,Germany:1583-1585,Orleans:1590-1590,France:1585-1607,Naples:1596-1596,Paris:1585-1607,London:1595-1606,UK:1580-1606,Saint Petersburg:1590-1604,Russia:1590-1604,Vienna:1603-1603,Austria:1603-1603,Chantilly:1602-1602,Cambridge:1598-1598,Rio de Janeiro:1580-1590,Brazil:1580-1590,Museo del Prado:1590-1590,Madrid:1590-1590,Spain:1590-1590,Stuttgart:1583-1585,Oxford:1580-1580",Baroque:1580-1609,{Baroque:81},"{Italy:20},{Rome:7},{Milan:1},{Fort Worth:1},{US:1},{Florence:6},{Karlsruhe:1},{Germany:2},{Orleans:2},{France:11},{Naples:2},{Paris:8},{London:3},{UK:5},{Saint Petersburg:3},{Russia:3},{Vienna:1},{Austria:1},{Chantilly:1},{Cambridge:1},{Rio de Janeiro:1},{Brazil:1},{Museo del Prado:2},{Madrid:2},{Spain:2},{Stuttgart:2},{Oxford:1}",No,Painting/Sculpture
Wassily Kandinsky,Russian,"Blue Rose,Der Blaue Reiter (The Blue Rider),Bauhaus,Degenerate art,Der Sturm","{Expressionism,Abstract Art:220}","Edvard Munch,Aristarkh Lentulov,Robert Delaunay,Paul Cezanne,Claude Monet,","Josef Albers,Egon Schiele,Georgia O'Keeffe,Karl Otto Gotz,Nasreen Mohamedi,William Baziotes,Arshile Gorky,Hans Hofmann,",,,"Paul Klee,Franz Marc,Alexej von Jawlensky,Vadym Meller,",1898.0,1942.0,"Georgia, Moscow, Rotterdam, CA, UK, Kunsthalle, Spain, Switzerland, Tbilisi, US, Germany, Netherlands, Washington DC, Riehen, Chicago, IL, Edinburgh, Hamburg, Paris, Stockholm, Vézelay, Zürich, Cologne, Ekaterinburg, Sweden, Pasadena, Russia, Saint Petersburg, Stuttgart, Munich, France, NY, Japan, Düsseldorf, Madrid, Oxford, New York City","Stockholm:1937-1937,Sweden:1937-1937,Paris:1928-1942,France:1928-1942,Moscow:1935-1935,Russia:1935-1935,Washington DC:1935-1935,US:1921-1935,Zürich:1942-1942,Switzerland:1942-1942,Munich:1901-1940,Germany:1901-1940,New York City:1921-1921,NY:1921-1921,Japan:1920-1920,Tbilisi:1911-1911,Georgia:1911-1911","Abstract Art:1910-1942,Expressionism:1910-1925,Abstract Expressionism:1925-1925,Post-Impressionism:1901-1908,Art Nouveau (Modern):1898-1902","{Abstract Art:137}, {Expressionism:56}, {Abstract Expressionism:1}, {Post-Impressionism:23}, {Art Nouveau (Modern):3}","{France:46},{Paris:35},{Stockholm:1},{Sweden:1},{New York City:30},{NY:30},{US:35},{Moscow:12},{Russia:17},{Washington DC:1},{Switzerland:7},{Zürich:1},{Vézelay:1},{Munich:41},{Germany:48},{Düsseldorf:4},{Rotterdam:2},{Netherlands:2},{Edinburgh:1},{UK:2},{Pasadena:1},{CA:1},{Cologne:1},{Japan:1},{Ekaterinburg:1},{Riehen:2},{Chicago:3},{IL:3},{Saint Petersburg:3},{Tbilisi:1},{Georgia:1},{Stuttgart:2},{Kunsthalle:1},{Hamburg:2},{Oxford:1},{Madrid:1},{Spain:1}",No,Painting/Sculpture
Shitao,Chinese,,{Qing Dynasty (1644–1912):80},,,,,,1656.0,1707.0,China,,Ink and wash painting:1656-1707,{Ink and wash painting:80},{China:1},No,Painting/Sculpture
Jean-Honoré Fragonard,,,"{Rococo:2},{Renaissance:1}",,,,,,1750.0,1785.0,"France, Paris","France:1770-1782,Paris:1771-1771",,,"{France:9},{Paris:1}",No,Painting/Sculpture
Margaret Bourke-White,,,{Social realism:6953},,,,,,1885.0,1982.0,,,,,,,Painting/Sculpture
Alfred Eisenstaedt,,,,,,,,,1901.0,1993.0,,,,,,,Painting/Sculpture
Ogata Kōrin,,,,,,,,,1700.0,1700.0,Japan,,,"{Raku ware:1}, {unknown workshop:1}",{Japan:3},No,Painting/Sculpture
Santiago Rusiñol,,,{Modern art:2},,,,,,1898.0,1911.0,"Paris, Granada",,Modernism/Simbolism:1898-1908,"{Modernism/Simbolism:2}, {Modernism:3}","{Granada:2},{Paris:8}",No,Painting/Sculpture
Jean-Baptiste-Siméon Chardin,,,{Realism:1},,,,,,1728.0,1753.0,,,,,,No,Painting/Sculpture
John Sell Cotman,,,"{Norwich School:2},{Romanticism:4}",,,,,,1807.0,1807.0,"London, England",,,,"{London:78},{England:1}",No,Painting/Sculpture
Toyohara Chikanobu,Japanese,,{Meiji Period (1868–1912):30},,,,,,1877.0,1901.0,Japan,,Ukiyo-e:1877-1901,{Ukiyo-e:29},{Japan:2},No,Painting/Sculpture
Gerhard Richter,German,,{New European Painting:54},"Caspar David Friedrich,Jackson Pollock,Lucio Fontana,Robert Rauschenberg,Andy Warhol,","Ellsworth Kelly,Conceptual Art,Wolfgang Tillmans,",,"Karl Otto Gotz,","Blinky Palermo,Sigmar Polke,Joseph Beuys,Georg Baselitz,",1963.0,2001.0,"London, Sydney, Netherlands, US, Germany, Chicago, IL, UK, Krefeld, NY, Düsseldorf, Tilburg, Australia, New York City","Tilburg:2000-2000,Netherlands:2000-2000,London:1994-1994,UK:1994-1994,Sydney:1992-1992,Australia:1992-1992,New York City:1982-1988,NY:1982-1988,US:1963-1988,Krefeld:1973-1973,Germany:1968-1973,Düsseldorf:1968-1968,Chicago:1963-1963,IL:1963-1963","Abstract Expressionism:1968-1994,New European Painting:1964-2000,Conceptual Art:1973-1973,Pop Art:1963-1963","{Abstract Expressionism:27}, {New European Painting:22}, {Conceptual Art:2}, {Pop Art:1}","{Tilburg:1},{Netherlands:1},{London:1},{UK:1},{Sydney:1},{Australia:1},{New York City:2},{NY:2},{US:3},{Krefeld:1},{Germany:2},{Düsseldorf:1},{Chicago:1},{IL:1}",Yes,Painting/Sculpture
Joseph Wright of Derby,,,"{Neoclassicism:1},{Romanticism:1}",,,,,,1779.0,1786.0,"Italy, England",,,,"{Italy:15},{England:1}",No,Painting/Sculpture
Amrita Sher-Gil,,,,,,,,,,,,,,,,,Painting/Sculpture
Fra Angelico,Italian,Florentine School,{Early Renaissance:167},"Sienese School,",,"Benozzo Gozzoli,",,,1410.0,1455.0,"London, Museo del Prado, UK, Spain, Switzerland, Perugia, Altenburg, Cortona, US, Germany, Pisa, Vatican, Cambridge, Chantilly, NJ, Italy, MA, Paris, Orvieto, Detroit, MI, Philadelphia, Florence, Boston, Berlin, Ireland, Dublin, Russia, Saint Petersburg, Venice, San Giovanni Valdarno, Frankfurt, San Domenico, Munich, France, NY, Madrid, Fort Worth, Fiesole, Bern, San Marco, PA, Main, New York City","San Marco:1424-1452,Florence:1410-1455,Italy:1410-1455,San Domenico:1424-1435,Fiesole:1424-1435,NJ:1424-1425,US:1424-1442,New York City:1425-1425,NY:1425-1425,Altenburg:1429-1440,Germany:1429-1450,Munich:1438-1440,Dublin:1438-1440,Ireland:1438-1440,Vatican:1447-1450,Perugia:1447-1448,Switzerland:1423-1424,Berlin:1450-1450,Orvieto:1447-1447,Paris:1434-1446,France:1423-1446,Saint Petersburg:1418-1445,Russia:1418-1445,Madrid:1425-1445,Spain:1425-1445,Cambridge:1440-1442,MA:1430-1442,Venice:1438-1440,Philadelphia:1434-1435,PA:1434-1435,Fort Worth:1434-1435,San Giovanni Valdarno:1435-1435,Cortona:1433-1434,Detroit:1431-1433,MI:1431-1433,Frankfurt:1430-1430,Main:1430-1430,Boston:1430-1430,London:1423-1430,UK:1423-1430,Museo del Prado:1425-1425,Chantilly:1423-1424,Bern:1423-1424,Pisa:1419-1419",Early Renaissance:1410-1455,"{Italian:1}, {Early Renaissance/ Altarpiece:1}, {Early Renaissance:167}","{San Marco:53},{Florence:56},{Italy:79},{San Domenico:5},{Fiesole:5},{NJ:2},{US:9},{New York City:1},{NY:1},{Altenburg:4},{Germany:10},{Munich:4},{Dublin:1},{Ireland:1},{Vatican:15},{Perugia:8},{Switzerland:2},{Berlin:1},{Orvieto:6},{Paris:8},{France:10},{Saint Petersburg:2},{Russia:2},{Madrid:2},{Spain:2},{Cambridge:1},{MA:2},{Venice:1},{Philadelphia:1},{PA:1},{Fort Worth:1},{San Giovanni Valdarno:1},{Cortona:1},{Detroit:2},{MI:2},{Frankfurt:1},{Main:1},{Boston:1},{London:3},{UK:3},{Museo del Prado:1},{Chantilly:2},{Bern:1},{Pisa:1}",No,Painting/Sculpture
George Inness,American,"American Barbizon school,Hudson River School","{Tonalism:18},{American Impressionism:2},{Hudson River School:1},{Realism:1},{Modern art:3},{Impressionism:2}",,,,,,1852.0,1894.0,"US, New Jersey, Washington DC, Winston-Salem, NC, United States","Winston-Salem:1885-1885,NC:1885-1885,US:1869-1885,Washington DC:1869-1869",Tonalism:1853-1894,"{Impressionism:1}, {Tonalism:16}","{New Jersey:1},{United States:1},{Winston-Salem:1},{NC:1},{US:2},{Washington DC:1}",No,Painting/Sculpture
Utagawa Toyokuni,Japanese,Utagawa school,{Edo period (1603–1867):30},,,,,,1769.0,1825.0,"Japan, US, Chicago, IL",,,{Ukiyo-e:30},"{Japan:4},{Chicago:1},{IL:1},{US:1}",No,Painting/Sculpture
William-Adolphe Bouguereau,,,"{Symbolism:1},{Academic art:1}",,,,,,1862.0,1903.0,France,France:1862-1862,,,{France:4},No,Painting/Sculpture
Yokoyama Taikan,,,,,,,,,1900.0,1944.0,"Japan, Tokyo",,,,"{Japan:21},{Tokyo:1}",No,Painting/Sculpture
Ford Madox Brown,British,Pre-Raphaelite Brotherhood,"{Realism:1},{Romanticism:48}","William Holman Hunt,John Everett Millais,Hans Holbein the Younger,","Dante Gabriel Rossetti,","Dante Gabriel Rossetti,",,"William Morris,Edward Burne-Jones,",1837.0,1893.0,"London, Sydney, Manchester, Melbourne, England, UK, Cambridge, Bradford, Birmingham, Oxford, Australia","London:1854-1872,UK:1837-1872,Bradford:1847-1847,Melbourne:1869-1891,Australia:1847-1891,Manchester:1852-1863,Cambridge:1860-1860,Birmingham:1837-1855,Oxford:1845-1852,Sydney:1847-1851",Romanticism:1837-1893,{Romanticism:48},"{London:6},{England:1},{UK:15},{Bradford:2},{Melbourne:2},{Australia:3},{Manchester:1},{Cambridge:1},{Birmingham:5},{Oxford:2},{Sydney:1}",No,Painting/Sculpture
Mi Fu,,,,,,,,,,,China,,,,{China:1},,Painting/Sculpture
